run_id,task_id,step_idx,dataset,model,in_matrix,action_parsed,y_env,y_env_source,y_env_conflict,y_tier_a,A1,A2,A3,A4,tier_a_rules,y_tier_b,b_reason,plan_len_before,plan_len_after,replay_diverged,y_suffix,y_ensemble,judge_frac_correct,judge_n_valid,judge_present,labelable_env,unlabelable_reason,U_verbalized,in_admissible,obs_changed,loop_flag,skip_reasons,episode_present,episode_success,terminal_reason,episode_em,episode_f1,productive
entangled_mistral7b,pick_cool_then_place_in_recep-Plate-None-Cabinet-27/trial_T20190906_173120_350651,30,alfworld,Mistral-7B-Instruct-v0.3,1,go to fridge 1,1,tier_b,0,,0,0,0,0,,1,B1_plan_not_shortened,6,6,0,0,1,0.0,3,1,1,,0.0,True,True,False,,1,0,step_cap,,,1
entangled_mistral7b,pick_cool_then_place_in_recep-Plate-None-Cabinet-27/trial_T20190906_173120_350651,31,alfworld,Mistral-7B-Instruct-v0.3,1,go to countertop 1,1,both,0,1,0,0,1,0,A3_exact_repeat,1,B1_plan_not_shortened,6,6,0,0,1,0.0,3,1,1,,0.05,True,True,True,,1,0,step_cap,,,0
entangled_mistral7b,pick_cool_then_place_in_recep-Plate-None-Cabinet-27/trial_T20190906_173120_350651,32,alfworld,Mistral-7B-Instruct-v0.3,1,go to fridge 1,1,both,0,1,0,0,1,0,A3_exact_repeat,1,B1_plan_not_shortened,6,6,0,0,1,0.0,3,1,1,,0.05,True,True,True,,1,0,step_cap,,,0
entangled_mistral7b,pick_cool_then_place_in_recep-Plate-None-Cabinet-27/trial_T20190906_173120_350651,33,alfworld,Mistral-7B-Instruct-v0.3,1,go to countertop 1,1,both,0,1,0,0,1,0,A3_exact_repeat,1,B1_plan_not_shortened,6,6,0,0,1,0.0,3,1,1,,0.15,True,True,True,,1,0,step_cap,,,0
entangled_mistral7b,pick_cool_then_place_in_recep-Plate-None-Cabinet-27/trial_T20190906_173120_350651,34,alfworld,Mistral-7B-Instruct-v0.3,1,go to cabinet 12,1,both,0,1,0,0,1,0,A3_exact_repeat,1,B1_plan_not_shortened,6,6,0,0,1,0.0,3,1,1,,0.05,True,True,True,,1,0,step_cap,,,0
entangled_mistral7b,pick_cool_then_place_in_recep-Plate-None-Cabinet-27/trial_T20190906_173120_350651,35,alfworld,Mistral-7B-Instruct-v0.3,1,go to cabinet 10,1,both,0,1,0,0,1,0,A3_exact_repeat,1,B1_plan_not_shortened,6,6,0,0,1,0.0,3,1,1,,0.05,True,True,True,,1,0,step_cap,,,0
entangled_mistral7b,pick_cool_then_place_in_recep-Plate-None-Cabinet-27/trial_T20190906_173120_350651,36,alfworld,Mistral-7B-Instruct-v0.3,1,go to cabinet 11,1,both,0,1,0,0,1,0,A3_exact_repeat,1,B1_plan_not_shortened,6,6,0,0,1,0.0,3,1,1,,0.25,True,True,True,,1,0,step_cap,,,0
entangled_mistral7b,pick_cool_then_place_in_recep-Plate-None-Cabinet-27/trial_T20190906_173120_350651,37,alfworld,Mistral-7B-Instruct-v0.3,1,go to cabinet 12,1,both,0,1,0,0,1,0,A3_exact_repeat,1,B1_plan_not_shortened,6,6,0,0,1,0.0,3,1,1,,0.15,True,True,True,,1,0,step_cap,,,0
entangled_mistral7b,pick_cool_then_place_in_recep-Plate-None-Cabinet-27/trial_T20190906_173120_350651,38,alfworld,Mistral-7B-Instruct-v0.3,1,examine cabinet 12,1,tier_b,0,,0,0,0,0,,1,B1_plan_not_shortened,6,6,0,0,1,0.0,3,1,1,,0.35,True,True,False,,1,0,step_cap,,,1
entangled_mistral7b,pick_cool_then_place_in_recep-Plate-None-Cabinet-27/trial_T20190906_173120_350651,39,alfworld,Mistral-7B-Instruct-v0.3,1,go to cabinet 9,1,both,0,1,0,0,1,0,A3_exact_repeat,1,B1_plan_not_shortened,6,6,0,1,1,0.0,3,1,1,,0.15,True,True,True,,1,0,step_cap,,,0
entangled_mistral7b,pick_cool_then_place_in_recep-Plate-None-Cabinet-27/trial_T20190906_173120_350651,40,alfworld,Mistral-7B-Instruct-v0.3,1,go to cabinet 11,1,both,0,1,0,0,1,0,A3_exact_repeat,1,B1_plan_not_shortened,6,6,0,1,1,0.0,3,1,1,,0.25,True,True,True,,1,0,step_cap,,,0
entangled_mistral7b,pick_cool_then_place_in_recep-Plate-None-Cabinet-27/trial_T20190906_173120_350651,41,alfworld,Mistral-7B-Instruct-v0.3,1,go to cabinet 8,1,both,0,1,0,0,1,0,A3_exact_repeat,1,B1_plan_not_shortened,6,6,0,1,1,0.0,3,1,1,,0.25,True,True,True,,1,0,step_cap,,,0
entangled_mistral7b,pick_cool_then_place_in_recep-Plate-None-Cabinet-27/trial_T20190906_173120_350651,42,alfworld,Mistral-7B-Instruct-v0.3,1,go to cabinet 7,1,both,0,1,0,0,1,0,A3_exact_repeat,1,B1_plan_not_shortened,6,6,0,1,1,0.0,3,1,1,,0.15,True,True,True,,1,0,step_cap,,,0
entangled_mistral7b,pick_cool_then_place_in_recep-Plate-None-Cabinet-27/trial_T20190906_173120_350651,43,alfworld,Mistral-7B-Instruct-v0.3,1,go to cabinet 12,1,both,0,1,0,0,1,0,A3_exact_repeat,1,B1_plan_not_shortened,6,6,0,1,1,0.0,3,1,1,,0.05,True,True,True,,1,0,step_cap,,,0
entangled_mistral7b,pick_cool_then_place_in_recep-Plate-None-Cabinet-27/trial_T20190906_173120_350651,44,alfworld,Mistral-7B-Instruct-v0.3,1,go to cabinet 6,1,both,0,1,0,0,1,0,A3_exact_repeat,1,B1_plan_not_shortened,6,6,0,1,1,0.0,3,1,1,,0.05,True,True,True,,1,0,step_cap,,,0
entangled_mistral7b,pick_cool_then_place_in_recep-Plate-None-Cabinet-27/trial_T20190906_173120_350651,45,alfworld,Mistral-7B-Instruct-v0.3,1,go to cabinet 6,1,both,0,1,1,0,0,0,A1_inadmissible,1,B1_plan_not_shortened,6,6,0,1,1,0.0,3,1,1,,0.0,False,True,False,,1,0,step_cap,,,0
entangled_mistral7b,pick_cool_then_place_in_recep-Plate-None-Cabinet-27/trial_T20190906_173120_350651,46,alfworld,Mistral-7B-Instruct-v0.3,1,go to cabinet 2,1,both,0,1,0,0,1,0,A3_exact_repeat,1,B1_plan_not_shortened,6,6,0,1,1,0.0,3,1,1,,0.15,True,True,True,,1,0,step_cap,,,0
entangled_mistral7b,pick_cool_then_place_in_recep-Plate-None-Cabinet-27/trial_T20190906_173120_350651,47,alfworld,Mistral-7B-Instruct-v0.3,1,go to cabinet 1,1,both,0,1,0,0,1,0,A3_exact_repeat,1,B1_plan_not_shortened,6,6,0,1,1,0.0,3,1,1,,0.5,True,True,True,,1,0,step_cap,,,0
entangled_mistral7b,pick_cool_then_place_in_recep-Plate-None-Cabinet-27/trial_T20190906_173120_350651,48,alfworld,Mistral-7B-Instruct-v0.3,1,go to countertop 1,1,both,0,1,0,0,1,0,A3_exact_repeat,1,B1_plan_not_shortened,6,6,0,1,1,0.0,3,1,1,,0.15,True,True,True,,1,0,step_cap,,,0
entangled_mistral7b,pick_cool_then_place_in_recep-Plate-None-Cabinet-27/trial_T20190906_173120_350651,49,alfworld,Mistral-7B-Instruct-v0.3,1,go to fridge 1,1,both,0,1,0,0,1,0,A3_exact_repeat,1,B1_plan_not_shortened,6,6,0,1,1,0.0,3,1,1,,0.15,True,True,True,,1,0,step_cap,,,0
entangled_mistral7b,pick_and_place_simple-Mug-None-SideTable-329/trial_T20190909_032318_169393,1,alfworld,Mistral-7B-Instruct-v0.3,1,go to sidetable 1,1,tier_b,0,,0,0,0,0,,1,B1_plan_not_shortened,4,4,0,0,0,1.0,3,1,1,,0.5,True,True,False,,1,0,step_cap,,,1
entangled_mistral7b,pick_and_place_simple-Mug-None-SideTable-329/trial_T20190909_032318_169393,2,alfworld,Mistral-7B-Instruct-v0.3,1,go to drawer 1,1,tier_b,0,,0,0,0,0,,1,B1_plan_not_shortened,4,4,0,0,0,1.0,3,1,1,,0.25,True,True,False,,1,0,step_cap,,,1
entangled_mistral7b,pick_and_place_simple-Mug-None-SideTable-329/trial_T20190909_032318_169393,3,alfworld,Mistral-7B-Instruct-v0.3,1,open drawer 1,1,tier_b,0,,0,0,0,0,,1,B1_plan_not_shortened,4,4,0,0,0,1.0,3,1,1,,0.25,True,True,False,,1,0,step_cap,,,1
entangled_mistral7b,pick_and_place_simple-Mug-None-SideTable-329/trial_T20190909_032318_169393,4,alfworld,Mistral-7B-Instruct-v0.3,1,go to diningtable 1,0,tier_b,0,,0,0,0,0,,0,B1_plan_shortened,4,3,0,0,0,1.0,3,1,1,,0.15,True,True,False,,1,0,step_cap,,,1
entangled_mistral7b,pick_and_place_simple-Mug-None-SideTable-329/trial_T20190909_032318_169393,5,alfworld,Mistral-7B-Instruct-v0.3,1,put mug 1 on sidetable 2,1,both,0,1,1,0,0,0,A1_inadmissible,1,B1_plan_not_shortened,3,3,0,0,1,0.0,3,1,1,,0.0,False,True,False,,1,0,step_cap,,,0
entangled_mistral7b,pick_and_place_simple-Mug-None-SideTable-329/trial_T20190909_032318_169393,6,alfworld,Mistral-7B-Instruct-v0.3,1,go to sidetable 2,1,tier_b,0,,0,0,0,0,,1,B1_plan_not_shortened,3,4,0,0,0,1.0,3,1,1,,0.0,True,True,False,,1,0,step_cap,,,1
entangled_mistral7b,pick_and_place_simple-Mug-None-SideTable-329/trial_T20190909_032318_169393,7,alfworld,Mistral-7B-Instruct-v0.3,1,go to sidetable 2,1,both,0,1,1,0,0,0,A1_inadmissible,1,B1_plan_not_shortened,4,4,0,0,1,0.0,3,1,1,,0.0,False,True,False,,1,0,step_cap,,,0
entangled_mistral7b,pick_and_place_simple-Mug-None-SideTable-329/trial_T20190909_032318_169393,8,alfworld,Mistral-7B-Instruct-v0.3,1,take pen 1 from sidetable 2,1,both,0,1,1,1,0,0,A1_inadmissible|A2_nothing_happens,1,B1_plan_not_shortened,4,4,0,0,1,0.0,3,1,1,,0.05,False,False,False,,1,0,step_cap,,,0
entangled_mistral7b,pick_and_place_simple-Mug-None-SideTable-329/trial_T20190909_032318_169393,9,alfworld,Mistral-7B-Instruct-v0.3,1,go to sidetable 1,1,both,0,1,0,0,1,0,A3_exact_repeat,1,B1_plan_not_shortened,4,4,0,0,1,0.0,3,1,1,,0.05,True,True,True,,1,0,step_cap,,,0
entangled_mistral7b,pick_and_place_simple-Mug-None-SideTable-329/trial_T20190909_032318_169393,10,alfworld,Mistral-7B-Instruct-v0.3,1,put mug 1 on sidetable 2,1,both,0,1,1,0,1,0,A1_inadmissible|A3_exact_repeat,1,B1_plan_not_shortened,4,4,0,0,1,0.0,3,1,1,,0.0,False,True,True,,1,0,step_cap,,,0
entangled_mistral7b,pick_and_place_simple-Mug-None-SideTable-329/trial_T20190909_032318_169393,11,alfworld,Mistral-7B-Instruct-v0.3,1,go to sidetable 1,1,both,0,1,1,1,0,0,A1_inadmissible|A2_nothing_happens,1,B1_plan_not_shortened,4,4,0,0,1,0.0,3,1,1,,0.0,False,False,False,,1,0,step_cap,,,0
entangled_mistral7b,pick_and_place_simple-Mug-None-SideTable-329/trial_T20190909_032318_169393,12,alfworld,Mistral-7B-Instruct-v0.3,1,go to diningtable 1,1,both,1,1,0,0,1,0,A3_exact_repeat,0,B1_plan_shortened,4,3,0,0,0,1.0,3,1,1,,0.0,True,True,True,,1,0,step_cap,,,0
entangled_mistral7b,pick_and_place_simple-Mug-None-SideTable-329/trial_T20190909_032318_169393,13,alfworld,Mistral-7B-Instruct-v0.3,1,put mug 1 on sidetable 2,1,both,0,1,1,0,1,0,A1_inadmissible|A3_exact_repeat,1,B1_plan_not_shortened,3,3,0,0,1,0.0,3,1,1,,0.0,False,True,True,,1,0,step_cap,,,0
entangled_mistral7b,pick_and_place_simple-Mug-None-SideTable-329/trial_T20190909_032318_169393,14,alfworld,Mistral-7B-Instruct-v0.3,1,go to diningtable 1,1,both,0,1,1,1,0,0,A1_inadmissible|A2_nothing_happens,1,B1_plan_not_shortened,3,3,0,0,1,0.0,3,1,1,,0.0,False,False,False,,1,0,step_cap,,,0
entangled_mistral7b,pick_and_place_simple-Mug-None-SideTable-329/trial_T20190909_032318_169393,15,alfworld,Mistral-7B-Instruct-v0.3,1,put mug 1 on sidetable 2,1,both,0,1,1,1,1,0,A1_inadmissible|A2_nothing_happens|A3_exact_repeat,1,B1_plan_not_shortened,3,3,0,0,1,0.0,3,1,1,,0.0,False,False,True,,1,0,step_cap,,,0
entangled_mistral7b,pick_and_place_simple-Mug-None-SideTable-329/trial_T20190909_032318_169393,16,alfworld,Mistral-7B-Instruct-v0.3,1,put mug 1 on sidetable 2,1,both,0,1,1,1,1,0,A1_inadmissible|A2_nothing_happens|A3_exact_repeat,1,B1_plan_not_shortened,3,3,0,0,1,0.0,3,1,1,,0.0,False,False,True,,1,0,step_cap,,,0
entangled_mistral7b,pick_and_place_simple-Mug-None-SideTable-329/trial_T20190909_032318_169393,17,alfworld,Mistral-7B-Instruct-v0.3,1,put pen 1 on sidetable 1,1,both,0,1,1,1,0,0,A1_inadmissible|A2_nothing_happens,1,B1_plan_not_shortened,3,3,0,0,1,0.0,3,1,1,,0.0,False,False,False,,1,0,step_cap,,,0
entangled_mistral7b,pick_and_place_simple-Mug-None-SideTable-329/trial_T20190909_032318_169393,18,alfworld,Mistral-7B-Instruct-v0.3,1,put mug 1 on sidetable 2,1,both,0,1,1,1,1,0,A1_inadmissible|A2_nothing_happens|A3_exact_repeat,1,B1_plan_not_shortened,3,3,0,0,1,0.0,3,1,1,,0.0,False,False,True,,1,0,step_cap,,,0
entangled_mistral7b,pick_and_place_simple-Mug-None-SideTable-329/trial_T20190909_032318_169393,19,alfworld,Mistral-7B-Instruct-v0.3,1,take pen 1 from sidetable 2,1,both,0,1,1,1,1,0,A1_inadmissible|A2_nothing_happens|A3_exact_repeat,1,B1_plan_not_shortened,3,3,0,0,1,0.0,3,1,1,,0.15,False,False,True,,1,0,step_cap,,,0
entangled_mistral7b,pick_and_place_simple-Mug-None-SideTable-329/trial_T20190909_032318_169393,20,alfworld,Mistral-7B-Instruct-v0.3,1,take mug 1 from diningtable 1,0,tier_b,0,,0,0,0,0,,0,B1_plan_shortened,3,2,0,0,0,1.0,3,1,1,,0.0,True,True,False,,1,0,step_cap,,,1
entangled_mistral7b,pick_and_place_simple-Mug-None-SideTable-329/trial_T20190909_032318_169393,21,alfworld,Mistral-7B-Instruct-v0.3,1,move mug 1 to sidetable 2,1,both,0,1,1,0,0,0,A1_inadmissible,1,B1_plan_not_shortened,2,2,0,1,,0.3333333333333333,3,1,1,,0.0,False,True,False,,1,0,step_cap,,,0
entangled_mistral7b,pick_and_place_simple-Mug-None-SideTable-329/trial_T20190909_032318_169393,22,alfworld,Mistral-7B-Instruct-v0.3,1,move mug 1 to sidetable 2,1,both,0,1,1,1,1,0,A1_inadmissible|A2_nothing_happens|A3_exact_repeat,1,B1_plan_not_shortened,2,2,0,1,1,0.0,3,1,1,,0.0,False,False,True,,1,0,step_cap,,,0
entangled_mistral7b,pick_and_place_simple-Mug-None-SideTable-329/trial_T20190909_032318_169393,23,alfworld,Mistral-7B-Instruct-v0.3,1,move mug 1 to sidetable 2,1,both,0,1,1,1,1,0,A1_inadmissible|A2_nothing_happens|A3_exact_repeat,1,B1_plan_not_shortened,2,2,0,1,1,0.0,3,1,1,,0.0,False,False,True,,1,0,step_cap,,,0
entangled_mistral7b,pick_and_place_simple-Mug-None-SideTable-329/trial_T20190909_032318_169393,24,alfworld,Mistral-7B-Instruct-v0.3,1,move mug 1,1,both,0,1,1,1,0,0,A1_inadmissible|A2_nothing_happens,1,B1_plan_not_shortened,2,2,0,1,1,0.0,3,1,1,,0.05,False,False,False,,1,0,step_cap,,,0
entangled_mistral7b,pick_and_place_simple-Mug-None-SideTable-329/trial_T20190909_032318_169393,25,alfworld,Mistral-7B-Instruct-v0.3,1,move mug 1 to sidetable 2,1,both,0,1,1,1,1,0,A1_inadmissible|A2_nothing_happens|A3_exact_repeat,1,B1_plan_not_shortened,2,2,0,1,1,0.0,3,1,1,,0.15,False,False,True,,1,0,step_cap,,,0
entangled_mistral7b,pick_and_place_simple-Mug-None-SideTable-329/trial_T20190909_032318_169393,26,alfworld,Mistral-7B-Instruct-v0.3,1,move mug 1 to sidetable 2,1,both,0,1,1,1,1,0,A1_inadmissible|A2_nothing_happens|A3_exact_repeat,1,B1_plan_not_shortened,2,2,0,1,1,0.0,3,1,1,,0.05,False,False,True,,1,0,step_cap,,,0
entangled_mistral7b,pick_and_place_simple-Mug-None-SideTable-329/trial_T20190909_032318_169393,27,alfworld,Mistral-7B-Instruct-v0.3,1,move mug 1,1,both,0,1,1,1,1,0,A1_inadmissible|A2_nothing_happens|A3_exact_repeat,1,B1_plan_not_shortened,2,2,0,1,1,0.0,3,1,1,,0.15,False,False,True,,1,0,step_cap,,,0
entangled_mistral7b,pick_and_place_simple-Mug-None-SideTable-329/trial_T20190909_032318_169393,28,alfworld,Mistral-7B-Instruct-v0.3,1,move mug 1 to sidetable 2,1,both,0,1,1,1,1,0,A1_inadmissible|A2_nothing_happens|A3_exact_repeat,1,B1_plan_not_shortened,2,2,0,1,1,0.0,3,1,1,,0.0,False,False,True,,1,0,step_cap,,,0
entangled_mistral7b,pick_and_place_simple-Mug-None-SideTable-329/trial_T20190909_032318_169393,29,alfworld,Mistral-7B-Instruct-v0.3,1,take mug 1 from diningtable 1,1,both,0,1,1,1,0,0,A1_inadmissible|A2_nothing_happens,1,B1_plan_not_shortened,2,2,0,1,1,0.0,3,1,1,,0.0,False,False,False,,1,0,step_cap,,,0
entangled_mistral7b,pick_and_place_simple-Mug-None-SideTable-329/trial_T20190909_032318_169393,30,alfworld,Mistral-7B-Instruct-v0.3,1,take mug 1 from diningtable 1,1,both,0,1,1,1,1,0,A1_inadmissible|A2_nothing_happens|A3_exact_repeat,1,B1_plan_not_shortened,2,2,0,1,1,0.0,3,1,1,,0.0,False,False,True,,1,0,step_cap,,,0
entangled_mistral7b,pick_and_place_simple-Mug-None-SideTable-329/trial_T20190909_032318_169393,31,alfworld,Mistral-7B-Instruct-v0.3,1,move mug 1 to sidetable 2,1,both,0,1,1,1,1,0,A1_inadmissible|A2_nothing_happens|A3_exact_repeat,1,B1_plan_not_shortened,2,2,0,1,1,0.0,3,1,1,,0.0,False,False,True,,1,0,step_cap,,,0
entangled_mistral7b,pick_and_place_simple-Mug-None-SideTable-329/trial_T20190909_032318_169393,32,alfworld,Mistral-7B-Instruct-v0.3,1,pick up the mug 1 from the diningtable 1,1,both,0,1,1,1,0,0,A1_inadmissible|A2_nothing_happens,1,B1_plan_not_shortened,2,2,0,1,1,0.0,3,1,1,,0.05,False,False,False,,1,0,step_cap,,,0
entangled_mistral7b,pick_and_place_simple-Mug-None-SideTable-329/trial_T20190909_032318_169393,33,alfworld,Mistral-7B-Instruct-v0.3,1,move mug 1 to sidetable 2,1,both,0,1,1,1,1,0,A1_inadmissible|A2_nothing_happens|A3_exact_repeat,1,B1_plan_not_shortened,2,2,0,1,1,0.0,3,1,1,,0.3,False,False,True,,1,0,step_cap,,,0
entangled_mistral7b,pick_and_place_simple-Mug-None-SideTable-329/trial_T20190909_032318_169393,34,alfworld,Mistral-7B-Instruct-v0.3,1,move mug 1 to sidetable 2,1,both,0,1,1,1,1,0,A1_inadmissible|A2_nothing_happens|A3_exact_repeat,1,B1_plan_not_shortened,2,2,0,1,1,0.0,3,1,1,,0.05,False,False,True,,1,0,step_cap,,,0
entangled_mistral7b,pick_and_place_simple-Mug-None-SideTable-329/trial_T20190909_032318_169393,35,alfworld,Mistral-7B-Instruct-v0.3,1,move mug 1 to sidetable 2,1,both,0,1,1,1,1,0,A1_inadmissible|A2_nothing_happens|A3_exact_repeat,1,B1_plan_not_shortened,2,2,0,1,1,0.0,3,1,1,,0.0,False,False,True,,1,0,step_cap,,,0
entangled_mistral7b,pick_and_place_simple-Mug-None-SideTable-329/trial_T20190909_032318_169393,36,alfworld,Mistral-7B-Instruct-v0.3,1,pick up the mug 1 from the diningtable 1,1,both,0,1,1,1,1,0,A1_inadmissible|A2_nothing_happens|A3_exact_repeat,1,B1_plan_not_shortened,2,2,0,1,1,0.0,3,1,1,,0.05,False,False,True,,1,0,step_cap,,,0
entangled_mistral7b,pick_and_place_simple-Mug-None-SideTable-329/trial_T20190909_032318_169393,37,alfworld,Mistral-7B-Instruct-v0.3,1,pick up the mug 1 from diningtable 1,1,both,0,1,1,1,0,0,A1_inadmissible|A2_nothing_happens,1,B1_plan_not_shortened,2,2,0,1,1,0.0,3,1,1,,0.0,False,False,False,,1,0,step_cap,,,0
entangled_mistral7b,pick_and_place_simple-Mug-None-SideTable-329/trial_T20190909_032318_169393,38,alfworld,Mistral-7B-Instruct-v0.3,1,move mug 1 to sidetable 2,1,both,0,1,1,1,1,0,A1_inadmissible|A2_nothing_happens|A3_exact_repeat,1,B1_plan_not_shortened,2,2,0,1,1,0.0,3,1,1,,0.0,False,False,True,,1,0,step_cap,,,0
entangled_mistral7b,pick_and_place_simple-Mug-None-SideTable-329/trial_T20190909_032318_169393,39,alfworld,Mistral-7B-Instruct-v0.3,1,put mug 1 on diningtable 1,1,both,0,1,1,1,0,0,A1_inadmissible|A2_nothing_happens,1,B1_plan_not_shortened,2,2,0,1,1,0.0,3,1,1,,0.05,False,False,False,,1,0,step_cap,,,0
entangled_mistral7b,pick_and_place_simple-Mug-None-SideTable-329/trial_T20190909_032318_169393,40,alfworld,Mistral-7B-Instruct-v0.3,1,None (I cannot perform any action until the issue with moving the mug is resolved),1,both,0,1,1,1,0,0,A1_inadmissible|A2_nothing_happens,1,B1_plan_not_shortened,2,2,0,1,1,0.0,3,1,1,,1.0,False,False,False,tau_unrecognized_action,1,0,step_cap,,,0
entangled_mistral7b,pick_and_place_simple-Mug-None-SideTable-329/trial_T20190909_032318_169393,41,alfworld,Mistral-7B-Instruct-v0.3,1,pick up the mug 1 from diningtable 1,1,both,0,1,1,1,1,0,A1_inadmissible|A2_nothing_happens|A3_exact_repeat,1,B1_plan_not_shortened,2,2,0,1,1,0.0,3,1,1,,0.05,False,False,True,,1,0,step_cap,,,0
entangled_mistral7b,pick_and_place_simple-Mug-None-SideTable-329/trial_T20190909_032318_169393,42,alfworld,Mistral-7B-Instruct-v0.3,1,pick up the mug 1 from diningtable 1,1,both,0,1,1,1,1,0,A1_inadmissible|A2_nothing_happens|A3_exact_repeat,1,B1_plan_not_shortened,2,2,0,1,1,0.0,3,1,1,,0.0,False,False,True,,1,0,step_cap,,,0
entangled_mistral7b,pick_and_place_simple-Mug-None-SideTable-329/trial_T20190909_032318_169393,43,alfworld,Mistral-7B-Instruct-v0.3,1,pick up the mug 1 from diningtable 1,1,both,0,1,1,1,1,0,A1_inadmissible|A2_nothing_happens|A3_exact_repeat,1,B1_plan_not_shortened,2,2,0,1,1,0.0,3,1,1,,0.05,False,False,True,,1,0,step_cap,,,0
entangled_mistral7b,pick_and_place_simple-Mug-None-SideTable-329/trial_T20190909_032318_169393,44,alfworld,Mistral-7B-Instruct-v0.3,1,pick up the mug 1 from diningtable 1,1,both,0,1,1,1,1,0,A1_inadmissible|A2_nothing_happens|A3_exact_repeat,1,B1_plan_not_shortened,2,2,0,1,1,0.0,3,1,1,,0.05,False,False,True,,1,0,step_cap,,,0
entangled_mistral7b,pick_and_place_simple-Mug-None-SideTable-329/trial_T20190909_032318_169393,45,alfworld,Mistral-7B-Instruct-v0.3,1,move mug 1 to sidetable 2,1,both,0,1,1,1,1,0,A1_inadmissible|A2_nothing_happens|A3_exact_repeat,1,B1_plan_not_shortened,2,2,0,1,1,0.0,3,1,1,,0.0,False,False,True,,1,0,step_cap,,,0
entangled_mistral7b,pick_and_place_simple-Mug-None-SideTable-329/trial_T20190909_032318_169393,46,alfworld,Mistral-7B-Instruct-v0.3,1,pick up the mug 1 from diningtable 1,1,both,0,1,1,1,1,0,A1_inadmissible|A2_nothing_happens|A3_exact_repeat,1,B1_plan_not_shortened,2,2,0,1,1,0.0,3,1,1,,0.15,False,False,True,,1,0,step_cap,,,0
entangled_mistral7b,pick_and_place_simple-Mug-None-SideTable-329/trial_T20190909_032318_169393,47,alfworld,Mistral-7B-Instruct-v0.3,1,pick up the mug 1 from diningtable 1,1,both,0,1,1,1,1,0,A1_inadmissible|A2_nothing_happens|A3_exact_repeat,1,B1_plan_not_shortened,2,2,0,1,1,0.0,3,1,1,,0.0,False,False,True,,1,0,step_cap,,,0
entangled_mistral7b,pick_and_place_simple-Mug-None-SideTable-329/trial_T20190909_032318_169393,48,alfworld,Mistral-7B-Instruct-v0.3,1,pick up the mug 1 from diningtable 1,1,both,0,1,1,1,1,0,A1_inadmissible|A2_nothing_happens|A3_exact_repeat,1,B1_plan_not_shortened,2,2,0,1,1,0.0,3,1,1,,0.0,False,False,True,,1,0,step_cap,,,0
entangled_mistral7b,pick_and_place_simple-Mug-None-SideTable-329/trial_T20190909_032318_169393,49,alfworld,Mistral-7B-Instruct-v0.3,1,move mug 1 to sidetable 2,1,both,0,1,1,1,1,0,A1_inadmissible|A2_nothing_happens|A3_exact_repeat,1,B1_plan_not_shortened,2,2,0,1,1,0.0,3,1,1,,0.2,False,False,True,,1,0,step_cap,,,0
entangled_mistral7b,pick_clean_then_place_in_recep-Spatula-None-DiningTable-4/trial_T20190909_002804_564168,1,alfworld,Mistral-7B-Instruct-v0.3,1,go to diningtable 1,0,tier_b,0,,0,0,0,0,,0,B1_plan_shortened,6,5,0,0,0,1.0,3,1,1,,0.15,True,True,False,,1,0,step_cap,,,1
entangled_mistral7b,pick_clean_then_place_in_recep-Spatula-None-DiningTable-4/trial_T20190909_002804_564168,2,alfworld,Mistral-7B-Instruct-v0.3,1,go to drawer 1,1,tier_b,0,,0,0,0,0,,1,B1_plan_not_shortened,5,6,0,0,,0.6666666666666666,3,1,1,,0.15,True,True,False,,1,0,step_cap,,,1
entangled_mistral7b,pick_clean_then_place_in_recep-Spatula-None-DiningTable-4/trial_T20190909_002804_564168,3,alfworld,Mistral-7B-Instruct-v0.3,1,open drawer 1,1,tier_b,0,,0,0,0,0,,1,B1_plan_not_shortened,6,6,0,0,,0.6666666666666666,3,1,1,,0.25,True,True,False,,1,0,step_cap,,,1
entangled_mistral7b,pick_clean_then_place_in_recep-Spatula-None-DiningTable-4/trial_T20190909_002804_564168,4,alfworld,Mistral-7B-Instruct-v0.3,1,go to drawer 2 (There might be a soap bottle in this drawer),1,both,0,1,1,0,0,0,A1_inadmissible,1,B1_plan_not_shortened,6,6,0,0,,0.6666666666666666,3,1,1,,0.25,False,True,False,,1,0,step_cap,,,0
entangled_mistral7b,pick_clean_then_place_in_recep-Spatula-None-DiningTable-4/trial_T20190909_002804_564168,5,alfworld,Mistral-7B-Instruct-v0.3,1,examine drawer 2,1,both,0,1,1,1,0,0,A1_inadmissible|A2_nothing_happens,1,B1_plan_not_shortened,6,6,0,0,1,0.0,3,1,1,,0.25,False,False,False,,1,0,step_cap,,,0
entangled_mistral7b,pick_clean_then_place_in_recep-Spatula-None-DiningTable-4/trial_T20190909_002804_564168,6,alfworld,Mistral-7B-Instruct-v0.3,1,go to drawer 2,1,tier_b,0,,0,0,0,0,,1,B1_plan_not_shortened,6,6,0,0,,0.6666666666666666,3,1,1,,0.05,True,True,False,,1,0,step_cap,,,1
entangled_mistral7b,pick_clean_then_place_in_recep-Spatula-None-DiningTable-4/trial_T20190909_002804_564168,7,alfworld,Mistral-7B-Instruct-v0.3,1,open drawer 2,1,tier_b,0,,0,0,0,0,,1,B1_plan_not_shortened,6,6,0,0,,0.6666666666666666,3,1,1,,0.15,True,True,False,,1,0,step_cap,,,1
