dataset,model,in_matrix,run_id,task_id,step_idx,action_parsed,A1,A2,A3,A4,tier_a_rules,y_tier_a,in_admissible,obs_changed,loop_flag,skip_reasons,U_verbalized,judge_present,judge_n_valid,judge_frac_correct,y_ensemble,episode_present,episode_success,terminal_reason,episode_em,episode_f1,productive,y_suffix
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_cool_then_place_in_recep-Pan-None-StoveBurner-18/trial_T20190906_181023_216915,18,go to countertop 1,0,0,0,0,,,True,True,False,,0.05,1,3,1.0,0,1,0,step_cap,,,1,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_cool_then_place_in_recep-Pan-None-StoveBurner-18/trial_T20190906_181023_216915,19,go to cabinet 6,0,0,1,0,A3_exact_repeat,1,True,True,True,,0.25,1,3,0.0,1,1,0,step_cap,,,0,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_cool_then_place_in_recep-Pan-None-StoveBurner-18/trial_T20190906_181023_216915,20,go to cabinet 14,0,0,0,0,,,True,True,False,,0.25,1,3,1.0,0,1,0,step_cap,,,1,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_cool_then_place_in_recep-Pan-None-StoveBurner-18/trial_T20190906_181023_216915,21,go to cabinet 15,0,0,0,0,,,True,True,False,,0.05,1,3,1.0,0,1,0,step_cap,,,1,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_cool_then_place_in_recep-Pan-None-StoveBurner-18/trial_T20190906_181023_216915,22,go to cabinet 16,0,0,0,0,,,True,True,False,,0.15,1,3,1.0,0,1,0,step_cap,,,1,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_cool_then_place_in_recep-Pan-None-StoveBurner-18/trial_T20190906_181023_216915,23,go to countertop 2,0,0,0,0,,,True,True,False,,0.25,1,3,1.0,0,1,0,step_cap,,,1,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_cool_then_place_in_recep-Pan-None-StoveBurner-18/trial_T20190906_181023_216915,24,go to stoveburner 2,0,0,0,0,,,True,True,False,,0.25,1,3,1.0,0,1,0,step_cap,,,1,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_cool_then_place_in_recep-Pan-None-StoveBurner-18/trial_T20190906_181023_216915,25,go to cabinet 11,0,0,1,0,A3_exact_repeat,1,True,True,True,,0.25,1,3,0.0,1,1,0,step_cap,,,0,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_cool_then_place_in_recep-Pan-None-StoveBurner-18/trial_T20190906_181023_216915,26,go to countertop 2,0,0,1,0,A3_exact_repeat,1,True,True,True,,0.25,1,3,0.0,1,1,0,step_cap,,,0,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_cool_then_place_in_recep-Pan-None-StoveBurner-18/trial_T20190906_181023_216915,27,go to cabinet 3,0,0,1,0,A3_exact_repeat,1,True,True,True,,0.15,1,3,0.0,1,1,0,step_cap,,,0,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_cool_then_place_in_recep-Pan-None-StoveBurner-18/trial_T20190906_181023_216915,28,go to cabinet 7,0,0,1,0,A3_exact_repeat,1,True,True,True,,0.15,1,3,0.0,1,1,0,step_cap,,,0,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_cool_then_place_in_recep-Pan-None-StoveBurner-18/trial_T20190906_181023_216915,29,go to cabinet 16,0,0,1,0,A3_exact_repeat,1,True,True,True,,0.25,1,3,0.0,1,1,0,step_cap,,,0,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_cool_then_place_in_recep-Pan-None-StoveBurner-18/trial_T20190906_181023_216915,30,go to countertop 1,0,0,1,0,A3_exact_repeat,1,True,True,True,,0.25,1,3,0.0,1,1,0,step_cap,,,0,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_cool_then_place_in_recep-Pan-None-StoveBurner-18/trial_T20190906_181023_216915,31,examine stoveburner 2,1,0,0,0,A1_inadmissible,1,False,True,False,,0.15,1,3,0.3333333333333333,,1,0,step_cap,,,0,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_cool_then_place_in_recep-Pan-None-StoveBurner-18/trial_T20190906_181023_216915,32,go to stoveburner 3,0,0,0,0,,,True,True,False,,0.05,1,3,1.0,0,1,0,step_cap,,,1,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_cool_then_place_in_recep-Pan-None-StoveBurner-18/trial_T20190906_181023_216915,33,go to stoveburner 1,1,0,0,0,A1_inadmissible,1,False,True,False,,0.15,1,3,0.0,1,1,0,step_cap,,,0,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_cool_then_place_in_recep-Pan-None-StoveBurner-18/trial_T20190906_181023_216915,34,examine stoveburner 3,0,0,0,0,,,True,True,False,,0.05,1,3,0.6666666666666666,,1,0,step_cap,,,1,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_cool_then_place_in_recep-Pan-None-StoveBurner-18/trial_T20190906_181023_216915,35,go to stoveburner 1,1,0,1,0,A1_inadmissible|A3_exact_repeat,1,False,True,True,,0.05,1,3,0.0,1,1,0,step_cap,,,0,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_cool_then_place_in_recep-Pan-None-StoveBurner-18/trial_T20190906_181023_216915,36,take pan 1 from stoveburner 3,0,0,0,0,,,True,True,False,,0.0,1,3,1.0,0,1,0,step_cap,,,1,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_cool_then_place_in_recep-Pan-None-StoveBurner-18/trial_T20190906_181023_216915,37,move pan 1 to stoveburner 1,0,0,0,0,,,True,True,False,,0.0,1,3,0.3333333333333333,,1,0,step_cap,,,1,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_cool_then_place_in_recep-Pan-None-StoveBurner-18/trial_T20190906_181023_216915,38,go to countertop 1,0,0,1,0,A3_exact_repeat,1,True,True,True,,0.15,1,3,0.0,1,1,0,step_cap,,,0,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_cool_then_place_in_recep-Pan-None-StoveBurner-18/trial_T20190906_181023_216915,39,examine countertop 1,0,0,0,0,,,True,True,False,,0.25,1,3,0.0,1,1,0,step_cap,,,1,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_cool_then_place_in_recep-Pan-None-StoveBurner-18/trial_T20190906_181023_216915,40,move pan 1 to stoveburner 1,1,0,0,0,A1_inadmissible,1,False,True,False,,0.0,1,3,0.0,1,1,0,step_cap,,,0,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_cool_then_place_in_recep-Pan-None-StoveBurner-18/trial_T20190906_181023_216915,41,move pan 1 to countertop 1,1,1,0,0,A1_inadmissible|A2_nothing_happens,1,False,False,False,,0.05,1,3,0.0,1,1,0,step_cap,,,0,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_cool_then_place_in_recep-Pan-None-StoveBurner-18/trial_T20190906_181023_216915,42,move pan 1 to stoveburner 1,1,1,1,0,A1_inadmissible|A2_nothing_happens|A3_exact_repeat,1,False,False,True,,0.0,1,3,0.0,1,1,0,step_cap,,,0,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_cool_then_place_in_recep-Pan-None-StoveBurner-18/trial_T20190906_181023_216915,43,move pan 1 to countertop 1,1,1,1,0,A1_inadmissible|A2_nothing_happens|A3_exact_repeat,1,False,False,True,,0.15,1,3,0.0,1,1,0,step_cap,,,0,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_cool_then_place_in_recep-Pan-None-StoveBurner-18/trial_T20190906_181023_216915,44,go to stoveburner 3,0,0,0,0,,,True,True,False,,0.05,1,3,0.0,1,1,0,step_cap,,,1,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_cool_then_place_in_recep-Pan-None-StoveBurner-18/trial_T20190906_181023_216915,45,move pan 1 to stoveburner 1,1,0,1,0,A1_inadmissible|A3_exact_repeat,1,False,True,True,,0.0,1,3,0.0,1,1,0,step_cap,,,0,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_cool_then_place_in_recep-Pan-None-StoveBurner-18/trial_T20190906_181023_216915,46,go to stoveburner 3,1,1,0,0,A1_inadmissible|A2_nothing_happens,1,False,False,False,,0.0,1,3,0.0,1,1,0,step_cap,,,0,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_cool_then_place_in_recep-Pan-None-StoveBurner-18/trial_T20190906_181023_216915,47,examine stoveburner 3,0,0,0,0,,,True,True,False,,0.15,1,3,0.0,1,1,0,step_cap,,,1,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_cool_then_place_in_recep-Pan-None-StoveBurner-18/trial_T20190906_181023_216915,48,move pan 1 from stoveburner 1 to stoveburner 4,1,0,0,0,A1_inadmissible,1,False,True,False,,0.0,1,3,0.0,1,1,0,step_cap,,,0,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_cool_then_place_in_recep-Pan-None-StoveBurner-18/trial_T20190906_181023_216915,49,examine stoveburner 1,0,0,0,0,,,True,True,False,,0.5,1,3,0.3333333333333333,,1,0,step_cap,,,1,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_two_obj_and_place-SoapBar-None-GarbageCan-418/trial_T20190909_055538_380023,1,discard soapbar 1 into garbagecan 1,1,0,0,0,A1_inadmissible,1,False,True,False,tau_unrecognized_action,0.0,1,3,0.0,1,1,0,step_cap,,,0,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_two_obj_and_place-SoapBar-None-GarbageCan-418/trial_T20190909_055538_380023,2,go to countertop 1,0,0,0,0,,,True,True,False,,0.35,1,3,1.0,0,1,0,step_cap,,,1,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_two_obj_and_place-SoapBar-None-GarbageCan-418/trial_T20190909_055538_380023,3,take soapbar 1 from countertop 1,0,0,0,0,,,True,True,False,,0.0,1,3,1.0,0,1,0,step_cap,,,1,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_two_obj_and_place-SoapBar-None-GarbageCan-418/trial_T20190909_055538_380023,4,go to garbagecan 1,0,0,0,0,,,True,True,False,,0.0,1,3,1.0,0,1,0,step_cap,,,1,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_two_obj_and_place-SoapBar-None-GarbageCan-418/trial_T20190909_055538_380023,5,examine garbagecan 1,0,0,0,0,,,True,True,False,,0.15,1,3,0.3333333333333333,,1,0,step_cap,,,1,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_two_obj_and_place-SoapBar-None-GarbageCan-418/trial_T20190909_055538_380023,6,move soapbar 1 to garbagecan 1,0,0,0,0,,,True,True,False,,0.15,1,3,1.0,0,1,0,step_cap,,,1,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_two_obj_and_place-SoapBar-None-GarbageCan-418/trial_T20190909_055538_380023,7,go to cabinet 1,0,0,0,0,,,True,True,False,,0.25,1,3,1.0,0,1,0,step_cap,,,1,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_two_obj_and_place-SoapBar-None-GarbageCan-418/trial_T20190909_055538_380023,8,discard soapbar 1 into garbagecan 1,1,0,1,0,A1_inadmissible|A3_exact_repeat,1,False,True,True,tau_unrecognized_action,0.0,1,3,0.0,1,1,0,step_cap,,,0,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_two_obj_and_place-SoapBar-None-GarbageCan-418/trial_T20190909_055538_380023,9,open garbagecan 1,1,1,0,0,A1_inadmissible|A2_nothing_happens,1,False,False,False,,0.15,1,3,0.0,1,1,0,step_cap,,,0,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_two_obj_and_place-SoapBar-None-GarbageCan-418/trial_T20190909_055538_380023,10,open garbagecan 1,1,1,1,0,A1_inadmissible|A2_nothing_happens|A3_exact_repeat,1,False,False,True,,0.05,1,3,0.0,1,1,0,step_cap,,,0,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_two_obj_and_place-SoapBar-None-GarbageCan-418/trial_T20190909_055538_380023,11,open garbagecan 1,1,1,1,0,A1_inadmissible|A2_nothing_happens|A3_exact_repeat,1,False,False,True,,0.0,1,3,0.0,1,1,0,step_cap,,,0,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_two_obj_and_place-SoapBar-None-GarbageCan-418/trial_T20190909_055538_380023,12,open garbagecan 1,1,1,1,0,A1_inadmissible|A2_nothing_happens|A3_exact_repeat,1,False,False,True,,0.0,1,3,0.0,1,1,0,step_cap,,,0,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_two_obj_and_place-SoapBar-None-GarbageCan-418/trial_T20190909_055538_380023,13,open garbagecan 1,1,1,1,0,A1_inadmissible|A2_nothing_happens|A3_exact_repeat,1,False,False,True,,0.05,1,3,0.0,1,1,0,step_cap,,,0,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_two_obj_and_place-SoapBar-None-GarbageCan-418/trial_T20190909_055538_380023,14,open garbagecan 1,1,1,1,0,A1_inadmissible|A2_nothing_happens|A3_exact_repeat,1,False,False,True,,0.0,1,3,0.0,1,1,0,step_cap,,,0,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_two_obj_and_place-SoapBar-None-GarbageCan-418/trial_T20190909_055538_380023,15,open garbagecan 1,1,1,1,0,A1_inadmissible|A2_nothing_happens|A3_exact_repeat,1,False,False,True,,0.05,1,3,0.0,1,1,0,step_cap,,,0,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_two_obj_and_place-SoapBar-None-GarbageCan-418/trial_T20190909_055538_380023,16,open garbagecan 1,1,1,1,0,A1_inadmissible|A2_nothing_happens|A3_exact_repeat,1,False,False,True,,0.05,1,3,0.0,1,1,0,step_cap,,,0,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_two_obj_and_place-SoapBar-None-GarbageCan-418/trial_T20190909_055538_380023,17,open garbagecan 1,1,1,1,0,A1_inadmissible|A2_nothing_happens|A3_exact_repeat,1,False,False,True,,0.0,1,3,0.0,1,1,0,step_cap,,,0,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_two_obj_and_place-SoapBar-None-GarbageCan-418/trial_T20190909_055538_380023,18,examine garbagecan 1,1,1,0,0,A1_inadmissible|A2_nothing_happens,1,False,False,False,,0.15,1,3,0.0,1,1,0,step_cap,,,0,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_two_obj_and_place-SoapBar-None-GarbageCan-418/trial_T20190909_055538_380023,19,examine garbagecan 1,1,1,1,0,A1_inadmissible|A2_nothing_happens|A3_exact_repeat,1,False,False,True,,0.15,1,3,0.0,1,1,0,step_cap,,,0,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_two_obj_and_place-SoapBar-None-GarbageCan-418/trial_T20190909_055538_380023,20,open garbagecan 1,1,1,1,0,A1_inadmissible|A2_nothing_happens|A3_exact_repeat,1,False,False,True,,0.05,1,3,0.0,1,1,0,step_cap,,,0,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_two_obj_and_place-SoapBar-None-GarbageCan-418/trial_T20190909_055538_380023,21,open garbagecan 1,1,1,1,0,A1_inadmissible|A2_nothing_happens|A3_exact_repeat,1,False,False,True,,0.05,1,3,0.0,1,1,0,step_cap,,,0,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_two_obj_and_place-SoapBar-None-GarbageCan-418/trial_T20190909_055538_380023,22,examine garbagecan 1,1,1,1,0,A1_inadmissible|A2_nothing_happens|A3_exact_repeat,1,False,False,True,,0.25,1,3,0.0,1,1,0,step_cap,,,0,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_two_obj_and_place-SoapBar-None-GarbageCan-418/trial_T20190909_055538_380023,23,open garbagecan 1,1,1,1,0,A1_inadmissible|A2_nothing_happens|A3_exact_repeat,1,False,False,True,,0.0,1,3,0.0,1,1,0,step_cap,,,0,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_two_obj_and_place-SoapBar-None-GarbageCan-418/trial_T20190909_055538_380023,24,open garbagecan 1,1,1,1,0,A1_inadmissible|A2_nothing_happens|A3_exact_repeat,1,False,False,True,,0.15,1,3,0.0,1,1,0,step_cap,,,0,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_two_obj_and_place-SoapBar-None-GarbageCan-418/trial_T20190909_055538_380023,25,examine cabinet 1,0,0,0,0,,,True,True,False,,0.25,1,3,0.3333333333333333,,1,0,step_cap,,,1,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_two_obj_and_place-SoapBar-None-GarbageCan-418/trial_T20190909_055538_380023,26,open garbagecan 1,1,0,1,0,A1_inadmissible|A3_exact_repeat,1,False,True,True,,0.0,1,3,0.0,1,1,0,step_cap,,,0,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_two_obj_and_place-SoapBar-None-GarbageCan-418/trial_T20190909_055538_380023,27,push garbagecan 1,1,1,0,0,A1_inadmissible|A2_nothing_happens,1,False,False,False,tau_unrecognized_action,0.25,1,3,0.0,1,1,0,step_cap,,,0,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_two_obj_and_place-SoapBar-None-GarbageCan-418/trial_T20190909_055538_380023,28,open garbagecan 1,1,1,1,0,A1_inadmissible|A2_nothing_happens|A3_exact_repeat,1,False,False,True,,0.05,1,3,0.0,1,1,0,step_cap,,,0,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_two_obj_and_place-SoapBar-None-GarbageCan-418/trial_T20190909_055538_380023,29,open cabinet 1,0,0,0,0,,,True,True,False,,0.15,1,3,1.0,0,1,0,step_cap,,,1,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_two_obj_and_place-SoapBar-None-GarbageCan-418/trial_T20190909_055538_380023,30,move soapbar 1 to garbagecan 1,1,0,0,0,A1_inadmissible,1,False,True,False,,0.05,1,3,0.0,1,1,0,step_cap,,,0,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_two_obj_and_place-SoapBar-None-GarbageCan-418/trial_T20190909_055538_380023,31,open garbagecan 1,1,1,1,0,A1_inadmissible|A2_nothing_happens|A3_exact_repeat,1,False,False,True,,0.05,1,3,0.0,1,1,0,step_cap,,,0,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_two_obj_and_place-SoapBar-None-GarbageCan-418/trial_T20190909_055538_380023,32,open garbagecan 1,1,1,1,0,A1_inadmissible|A2_nothing_happens|A3_exact_repeat,1,False,False,True,,0.25,1,3,0.0,1,1,0,step_cap,,,0,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_two_obj_and_place-SoapBar-None-GarbageCan-418/trial_T20190909_055538_380023,33,open garbagecan 1,1,1,1,0,A1_inadmissible|A2_nothing_happens|A3_exact_repeat,1,False,False,True,,0.25,1,3,0.0,1,1,0,step_cap,,,0,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_two_obj_and_place-SoapBar-None-GarbageCan-418/trial_T20190909_055538_380023,34,open garbagecan 1,1,1,1,0,A1_inadmissible|A2_nothing_happens|A3_exact_repeat,1,False,False,True,,0.15,1,3,0.0,1,1,0,step_cap,,,0,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_two_obj_and_place-SoapBar-None-GarbageCan-418/trial_T20190909_055538_380023,35,open cabinet 1,1,1,0,0,A1_inadmissible|A2_nothing_happens,1,False,False,False,,0.15,1,3,0.0,1,1,0,step_cap,,,0,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_two_obj_and_place-SoapBar-None-GarbageCan-418/trial_T20190909_055538_380023,36,open garbagecan 1,1,1,1,0,A1_inadmissible|A2_nothing_happens|A3_exact_repeat,1,False,False,True,,0.0,1,3,0.0,1,1,0,step_cap,,,0,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_two_obj_and_place-SoapBar-None-GarbageCan-418/trial_T20190909_055538_380023,37,open garbagecan 1,1,1,1,0,A1_inadmissible|A2_nothing_happens|A3_exact_repeat,1,False,False,True,,0.15,1,3,0.0,1,1,0,step_cap,,,0,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_two_obj_and_place-SoapBar-None-GarbageCan-418/trial_T20190909_055538_380023,38,examine garbagecan 1,1,1,1,0,A1_inadmissible|A2_nothing_happens|A3_exact_repeat,1,False,False,True,,0.15,1,3,0.0,1,1,0,step_cap,,,0,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_two_obj_and_place-SoapBar-None-GarbageCan-418/trial_T20190909_055538_380023,39,open garbagecan 1,1,1,1,0,A1_inadmissible|A2_nothing_happens|A3_exact_repeat,1,False,False,True,,0.05,1,3,0.0,1,1,0,step_cap,,,0,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_two_obj_and_place-SoapBar-None-GarbageCan-418/trial_T20190909_055538_380023,40,examine cabinet 1,0,0,0,0,,,True,True,False,,0.15,1,3,0.0,1,1,0,step_cap,,,1,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_two_obj_and_place-SoapBar-None-GarbageCan-418/trial_T20190909_055538_380023,41,open garbagecan 1,1,0,1,0,A1_inadmissible|A3_exact_repeat,1,False,True,True,,0.05,1,3,0.0,1,1,0,step_cap,,,0,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_two_obj_and_place-SoapBar-None-GarbageCan-418/trial_T20190909_055538_380023,42,close cabinet 1,0,0,0,0,,,True,True,False,,0.15,1,3,0.0,1,1,0,step_cap,,,1,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_two_obj_and_place-SoapBar-None-GarbageCan-418/trial_T20190909_055538_380023,43,examine garbagecan 1,1,0,1,0,A1_inadmissible|A3_exact_repeat,1,False,True,True,,0.15,1,3,0.0,1,1,0,step_cap,,,0,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_two_obj_and_place-SoapBar-None-GarbageCan-418/trial_T20190909_055538_380023,44,open cabinet 1,0,0,1,0,A3_exact_repeat,1,True,True,True,,0.15,1,3,0.0,1,1,0,step_cap,,,0,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_two_obj_and_place-SoapBar-None-GarbageCan-418/trial_T20190909_055538_380023,45,drop soapbar 1,1,0,0,0,A1_inadmissible,1,False,True,False,,0.05,1,3,0.0,1,1,0,step_cap,,,0,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_two_obj_and_place-SoapBar-None-GarbageCan-418/trial_T20190909_055538_380023,46,open garbagecan 1,1,1,1,0,A1_inadmissible|A2_nothing_happens|A3_exact_repeat,1,False,False,True,,0.05,1,3,0.0,1,1,0,step_cap,,,0,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_two_obj_and_place-SoapBar-None-GarbageCan-418/trial_T20190909_055538_380023,47,open garbagecan 1,1,1,1,0,A1_inadmissible|A2_nothing_happens|A3_exact_repeat,1,False,False,True,,0.0,1,3,0.0,1,1,0,step_cap,,,0,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_two_obj_and_place-SoapBar-None-GarbageCan-418/trial_T20190909_055538_380023,48,open garbagecan 1,1,1,1,0,A1_inadmissible|A2_nothing_happens|A3_exact_repeat,1,False,False,True,,0.15,1,3,0.0,1,1,0,step_cap,,,0,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_two_obj_and_place-SoapBar-None-GarbageCan-418/trial_T20190909_055538_380023,49,go to countertop 1,0,0,0,0,,,True,True,False,,0.0,1,3,1.0,0,1,0,step_cap,,,1,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_and_place_simple-SoapBar-None-Cart-401/trial_T20190907_054906_608944,1,go to bathtubbasin 1,0,0,0,0,,,True,True,False,,0.25,1,3,1.0,0,1,0,step_cap,,,1,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_and_place_simple-SoapBar-None-Cart-401/trial_T20190907_054906_608944,2,examine bathtubbasin 1,0,0,0,0,,,True,True,False,,0.15,1,3,0.0,1,1,0,step_cap,,,1,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_and_place_simple-SoapBar-None-Cart-401/trial_T20190907_054906_608944,3,go to shelf 1,0,0,0,0,,,True,True,False,,0.35,1,3,1.0,0,1,0,step_cap,,,1,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_and_place_simple-SoapBar-None-Cart-401/trial_T20190907_054906_608944,4,go to shelf 2,0,0,0,0,,,True,True,False,,0.15,1,3,1.0,0,1,0,step_cap,,,1,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_and_place_simple-SoapBar-None-Cart-401/trial_T20190907_054906_608944,5,take soapbar 1 from shelf 2,0,0,0,0,,,True,True,False,,0.0,1,3,1.0,0,1,0,step_cap,,,1,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_and_place_simple-SoapBar-None-Cart-401/trial_T20190907_054906_608944,6,move soapbar 1 to cart 1,1,0,0,0,A1_inadmissible,1,False,True,False,,0.0,1,3,0.6666666666666666,,1,0,step_cap,,,0,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_and_place_simple-SoapBar-None-Cart-401/trial_T20190907_054906_608944,7,put soapbar 1 in cart 1,1,1,0,0,A1_inadmissible|A2_nothing_happens,1,False,False,False,,0.15,1,3,0.6666666666666666,,1,0,step_cap,,,0,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_and_place_simple-SoapBar-None-Cart-401/trial_T20190907_054906_608944,8,go to cart 1,0,0,0,0,,,True,True,False,,0.05,1,3,1.0,0,1,0,step_cap,,,1,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_and_place_simple-SoapBar-None-Cart-401/trial_T20190907_054906_608944,9,hold soapbar 1,1,0,0,0,A1_inadmissible,1,False,True,False,tau_unrecognized_action,0.0,1,3,0.0,1,1,0,step_cap,,,0,0
alfworld,Mistral-7B-Instruct-v0.3,1,entangled_mistral7b,pick_and_place_simple-SoapBar-None-Cart-401/trial_T20190907_054906_608944,10,go to cart 1,1,1,0,0,A1_inadmissible|A2_nothing_happens,1,False,False,False,,0.0,1,3,0.0,1,1,0,step_cap,,,0,0
