dataset,model,task_id,step_idx,action_parsed,plan_len_before,plan_len_after,y_tier_b,b_reason,replay_diverged,obs_match
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-CreditCard-None-ArmChair-201/trial_T20190908_124340_258012,3,go to drawer 1,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-CreditCard-None-ArmChair-201/trial_T20190908_124340_258012,4,open drawer 1,4,3,0,B1_plan_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-CreditCard-None-ArmChair-201/trial_T20190908_124340_258012,5,take creditcard 2 from drawer 1,3,2,0,B1_plan_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-CreditCard-None-ArmChair-201/trial_T20190908_124340_258012,6,go to armchair 1,2,1,0,B1_plan_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-CreditCard-None-ArmChair-201/trial_T20190908_124340_258012,7,move creditcard 2 to armchair 1,1,0,0,B1_plan_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-CreditCard-None-Drawer-227/trial_T20190909_010644_297017,1,go to drawer 1,5,5,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-CreditCard-None-Drawer-227/trial_T20190909_010644_297017,2,open drawer 1,5,4,0,B1_plan_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-CreditCard-None-Drawer-227/trial_T20190909_010644_297017,3,examine drawer 1,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-CreditCard-None-Drawer-227/trial_T20190909_010644_297017,4,inventory,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-CreditCard-None-Drawer-227/trial_T20190909_010644_297017,5,go to shelf 1,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-CreditCard-None-Drawer-227/trial_T20190909_010644_297017,6,examine shelf 1,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-CreditCard-None-Drawer-227/trial_T20190909_010644_297017,7,go to shelf 2,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-CreditCard-None-Drawer-227/trial_T20190909_010644_297017,8,go to shelf 3,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-CreditCard-None-Drawer-227/trial_T20190909_010644_297017,9,take statue 5 from shelf 3,4,5,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-CreditCard-None-Drawer-227/trial_T20190909_010644_297017,10,go to drawer 1,5,5,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-CreditCard-None-Drawer-227/trial_T20190909_010644_297017,11,go to shelf 4,5,5,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-CreditCard-None-Drawer-227/trial_T20190909_010644_297017,12,move statue 5 to shelf 4,5,4,0,B1_plan_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-CreditCard-None-Drawer-227/trial_T20190909_010644_297017,13,go to cabinet 1,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-CreditCard-None-Drawer-227/trial_T20190909_010644_297017,14,open cabinet 1,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-CreditCard-None-Drawer-227/trial_T20190909_010644_297017,15,go to cabinet 2,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-CreditCard-None-Drawer-227/trial_T20190909_010644_297017,16,open cabinet 2,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-CreditCard-None-Drawer-227/trial_T20190909_010644_297017,17,go to cabinet 3,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-CreditCard-None-Drawer-227/trial_T20190909_010644_297017,18,open cabinet 3,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-CreditCard-None-Drawer-227/trial_T20190909_010644_297017,19,go to cabinet 4,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-CreditCard-None-Drawer-227/trial_T20190909_010644_297017,20,open cabinet 4,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-CreditCard-None-Drawer-227/trial_T20190909_010644_297017,21,go to cabinet 5,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-CreditCard-None-Drawer-227/trial_T20190909_010644_297017,22,open cabinet 5,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-CreditCard-None-Drawer-227/trial_T20190909_010644_297017,23,go to cabinet 6,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-CreditCard-None-Drawer-227/trial_T20190909_010644_297017,24,open cabinet 6,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-CreditCard-None-Drawer-227/trial_T20190909_010644_297017,25,go to cabinet 7,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-CreditCard-None-Drawer-227/trial_T20190909_010644_297017,26,open cabinet 7,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-CreditCard-None-Drawer-227/trial_T20190909_010644_297017,27,go to cabinet 8,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-CreditCard-None-Drawer-227/trial_T20190909_010644_297017,28,open cabinet 8,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-CreditCard-None-Drawer-227/trial_T20190909_010644_297017,29,go to coffeetable 1,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-CreditCard-None-Drawer-227/trial_T20190909_010644_297017,30,examine coffeetable 1,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-CreditCard-None-Drawer-227/trial_T20190909_010644_297017,31,go to coffeetable 2,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-CreditCard-None-Drawer-227/trial_T20190909_010644_297017,32,go to diningtable 1,4,3,0,B1_plan_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-CreditCard-None-Drawer-227/trial_T20190909_010644_297017,33,take creditcard 1 from diningtable 1,3,2,0,B1_plan_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-CreditCard-None-Drawer-227/trial_T20190909_010644_297017,34,move creditcard 1 to drawer 1,2,2,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-CreditCard-None-Drawer-227/trial_T20190909_010644_297017,35,go to drawer 1,2,1,0,B1_plan_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-CreditCard-None-Drawer-227/trial_T20190909_010644_297017,36,move creditcard 1 to drawer 1,1,0,0,B1_plan_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Egg-None-Microwave-4/trial_T20190906_234406_356490,1,go to microwave 1,5,5,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Egg-None-Microwave-4/trial_T20190906_234406_356490,2,open microwave 1,5,4,0,B1_plan_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Egg-None-Microwave-4/trial_T20190906_234406_356490,3,go to fridge 1,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Egg-None-Microwave-4/trial_T20190906_234406_356490,4,open fridge 1,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Egg-None-Microwave-4/trial_T20190906_234406_356490,5,take bowl 1 from fridge 1,4,5,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Egg-None-Microwave-4/trial_T20190906_234406_356490,6,examine bowl 1,5,5,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Egg-None-Microwave-4/trial_T20190906_234406_356490,7,go to drawer 1,5,5,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Egg-None-Microwave-4/trial_T20190906_234406_356490,8,open drawer 1,5,5,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Egg-None-Microwave-4/trial_T20190906_234406_356490,9,go to cabinet 1,5,5,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Egg-None-Microwave-4/trial_T20190906_234406_356490,10,open cabinet 1,5,5,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Egg-None-Microwave-4/trial_T20190906_234406_356490,11,go to countertop 1,5,5,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Egg-None-Microwave-4/trial_T20190906_234406_356490,12,move bowl 1 to countertop 1,5,4,0,B1_plan_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Egg-None-Microwave-4/trial_T20190906_234406_356490,13,go to cabinet 2,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Egg-None-Microwave-4/trial_T20190906_234406_356490,14,open cabinet 2,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Egg-None-Microwave-4/trial_T20190906_234406_356490,15,go to drawer 2,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Egg-None-Microwave-4/trial_T20190906_234406_356490,16,open drawer 2,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Egg-None-Microwave-4/trial_T20190906_234406_356490,17,go to drawer 3,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Egg-None-Microwave-4/trial_T20190906_234406_356490,18,open drawer 3,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Egg-None-Microwave-4/trial_T20190906_234406_356490,19,go to drawer 4,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Egg-None-Microwave-4/trial_T20190906_234406_356490,20,go to fridge 1,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Egg-None-Microwave-4/trial_T20190906_234406_356490,21,take bowl 2 from fridge 1,4,5,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Egg-None-Microwave-4/trial_T20190906_234406_356490,22,examine bowl 2,5,5,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Egg-None-Microwave-4/trial_T20190906_234406_356490,23,go to drawer 4,5,5,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Egg-None-Microwave-4/trial_T20190906_234406_356490,24,open drawer 4,5,5,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Egg-None-Microwave-4/trial_T20190906_234406_356490,25,go to drawer 5,5,5,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Egg-None-Microwave-4/trial_T20190906_234406_356490,26,open drawer 5,5,5,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Egg-None-Microwave-4/trial_T20190906_234406_356490,27,go to countertop 1,5,5,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Egg-None-Microwave-4/trial_T20190906_234406_356490,28,examine bowl 2,5,5,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Egg-None-Microwave-4/trial_T20190906_234406_356490,29,go to fridge 1,5,5,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Egg-None-Microwave-4/trial_T20190906_234406_356490,30,go to countertop 2,5,5,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Egg-None-Microwave-4/trial_T20190906_234406_356490,31,examine countertop 2,5,5,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Egg-None-Microwave-4/trial_T20190906_234406_356490,32,go to fridge 1,5,5,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Egg-None-Microwave-4/trial_T20190906_234406_356490,33,go to countertop 3,5,4,0,B1_plan_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Egg-None-Microwave-4/trial_T20190906_234406_356490,34,go to microwave 1,4,5,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Egg-None-Microwave-4/trial_T20190906_234406_356490,35,go to countertop 3,5,4,0,B1_plan_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Egg-None-Microwave-4/trial_T20190906_234406_356490,36,move egg 3 to microwave 1,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Egg-None-Microwave-4/trial_T20190906_234406_356490,37,go to countertop 3,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Egg-None-Microwave-4/trial_T20190906_234406_356490,38,go to countertop 3,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Egg-None-Microwave-4/trial_T20190906_234406_356490,39,go to countertop 3,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Egg-None-Microwave-4/trial_T20190906_234406_356490,40,go to countertop 3,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Egg-None-Microwave-4/trial_T20190906_234406_356490,41,examine countertop 3,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Egg-None-Microwave-4/trial_T20190906_234406_356490,42,go to microwave 1,4,5,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Egg-None-Microwave-4/trial_T20190906_234406_356490,43,go to countertop 3,5,4,0,B1_plan_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Egg-None-Microwave-4/trial_T20190906_234406_356490,44,go to microwave 1,4,5,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Egg-None-Microwave-4/trial_T20190906_234406_356490,45,go to countertop 3,5,4,0,B1_plan_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Egg-None-Microwave-4/trial_T20190906_234406_356490,46,examine countertop 3,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Egg-None-Microwave-4/trial_T20190906_234406_356490,47,move bowl 2 to countertop 3,4,3,0,B1_plan_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Egg-None-Microwave-4/trial_T20190906_234406_356490,48,take egg 3 from countertop 3,3,2,0,B1_plan_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Egg-None-Microwave-4/trial_T20190906_234406_356490,49,go to microwave 1,2,1,0,B1_plan_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Knife-None-SideTable-3/trial_T20190918_184236_557252,1,go to sidetable 1,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Knife-None-SideTable-3/trial_T20190918_184236_557252,2,examine sidetable 1,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Knife-None-SideTable-3/trial_T20190918_184236_557252,3,inventory,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Knife-None-SideTable-3/trial_T20190918_184236_557252,4,go to drawer 1,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Knife-None-SideTable-3/trial_T20190918_184236_557252,5,open drawer 1,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Knife-None-SideTable-3/trial_T20190918_184236_557252,6,go to drawer 2,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Knife-None-SideTable-3/trial_T20190918_184236_557252,7,open drawer 2,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Knife-None-SideTable-3/trial_T20190918_184236_557252,8,go to drawer 3,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Knife-None-SideTable-3/trial_T20190918_184236_557252,9,open drawer 3,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Knife-None-SideTable-3/trial_T20190918_184236_557252,10,go to drawer 4,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Knife-None-SideTable-3/trial_T20190918_184236_557252,11,open drawer 4,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Knife-None-SideTable-3/trial_T20190918_184236_557252,12,go to drawer 5,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Knife-None-SideTable-3/trial_T20190918_184236_557252,13,open drawer 5,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Knife-None-SideTable-3/trial_T20190918_184236_557252,14,go to drawer 6,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Knife-None-SideTable-3/trial_T20190918_184236_557252,15,open drawer 6,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Knife-None-SideTable-3/trial_T20190918_184236_557252,16,go to drawer 7,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Knife-None-SideTable-3/trial_T20190918_184236_557252,17,go to drawer 8,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Knife-None-SideTable-3/trial_T20190918_184236_557252,18,go to cabinet 1,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Knife-None-SideTable-3/trial_T20190918_184236_557252,19,open cabinet 1,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Knife-None-SideTable-3/trial_T20190918_184236_557252,20,go to cabinet 2,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Knife-None-SideTable-3/trial_T20190918_184236_557252,21,open cabinet 2,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Knife-None-SideTable-3/trial_T20190918_184236_557252,22,go to cabinet 3,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Knife-None-SideTable-3/trial_T20190918_184236_557252,23,open cabinet 3,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Knife-None-SideTable-3/trial_T20190918_184236_557252,24,go to cabinet 4,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Knife-None-SideTable-3/trial_T20190918_184236_557252,25,open cabinet 4,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Knife-None-SideTable-3/trial_T20190918_184236_557252,26,go to countertop 1,4,3,0,B1_plan_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Knife-None-SideTable-3/trial_T20190918_184236_557252,27,take knife 1 from countertop 1,3,2,0,B1_plan_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Knife-None-SideTable-3/trial_T20190918_184236_557252,28,go to sidetable 1,2,1,0,B1_plan_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Knife-None-SideTable-3/trial_T20190918_184236_557252,29,move knife 1 to sidetable 1,1,0,0,B1_plan_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Mug-None-Dresser-311/trial_T20190909_152837_739016,1,go to dresser 1,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Mug-None-Dresser-311/trial_T20190909_152837_739016,2,examine dresser 1,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Mug-None-Dresser-311/trial_T20190909_152837_739016,3,look,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Mug-None-Dresser-311/trial_T20190909_152837_739016,4,inventory,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Mug-None-Dresser-311/trial_T20190909_152837_739016,5,go to countertop 1,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Mug-None-Dresser-311/trial_T20190909_152837_739016,6,examine countertop 1,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Mug-None-Dresser-311/trial_T20190909_152837_739016,7,go to diningtable 1,4,3,0,B1_plan_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Mug-None-Dresser-311/trial_T20190909_152837_739016,8,take mug 1 from diningtable 1,3,2,0,B1_plan_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Mug-None-Dresser-311/trial_T20190909_152837_739016,9,go to dresser 1,2,1,0,B1_plan_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Mug-None-Dresser-311/trial_T20190909_152837_739016,10,move mug 1 to dresser 1,1,0,0,B1_plan_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Mug-None-SideTable-329/trial_T20190909_032318_169393,1,go to sidetable 1,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Mug-None-SideTable-329/trial_T20190909_032318_169393,2,go to drawer 1,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Mug-None-SideTable-329/trial_T20190909_032318_169393,3,open drawer 1,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Mug-None-SideTable-329/trial_T20190909_032318_169393,4,go to diningtable 1,4,3,0,B1_plan_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Mug-None-SideTable-329/trial_T20190909_032318_169393,5,take mug 1 from diningtable 1,3,2,0,B1_plan_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Mug-None-SideTable-329/trial_T20190909_032318_169393,6,go to sidetable 1,2,1,0,B1_plan_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Mug-None-SideTable-329/trial_T20190909_032318_169393,7,move mug 1 to sidetable 1,1,0,0,B1_plan_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Mug-None-SideTable-329/trial_T20190909_032340_274147,1,go to sidetable 1,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Mug-None-SideTable-329/trial_T20190909_032340_274147,2,go to drawer 1,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Mug-None-SideTable-329/trial_T20190909_032340_274147,3,open drawer 1,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Mug-None-SideTable-329/trial_T20190909_032340_274147,4,go to drawer 2,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Mug-None-SideTable-329/trial_T20190909_032340_274147,5,open drawer 2,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Mug-None-SideTable-329/trial_T20190909_032340_274147,6,go to diningtable 1,4,3,0,B1_plan_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Mug-None-SideTable-329/trial_T20190909_032340_274147,7,take mug 1 from diningtable 1,3,2,0,B1_plan_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Mug-None-SideTable-329/trial_T20190909_032340_274147,8,go to sidetable 1,2,1,0,B1_plan_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Mug-None-SideTable-329/trial_T20190909_032340_274147,9,move mug 1 to sidetable 1,1,0,0,B1_plan_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Newspaper-None-Sofa-224/trial_T20190909_111324_949106,1,go to sofa 1,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Newspaper-None-Sofa-224/trial_T20190909_111324_949106,2,inventory,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Newspaper-None-Sofa-224/trial_T20190909_111324_949106,3,look,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Newspaper-None-Sofa-224/trial_T20190909_111324_949106,4,go to sidetable 1,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Newspaper-None-Sofa-224/trial_T20190909_111324_949106,5,go to drawer 1,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Newspaper-None-Sofa-224/trial_T20190909_111324_949106,6,go to drawer 2,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Newspaper-None-Sofa-224/trial_T20190909_111324_949106,7,open drawer 2,4,4,1,B1_plan_not_shortened,0,1
alfworld,Llama-3.3-70B-Instruct,pick_and_place_simple-Newspaper-None-Sofa-224/trial_T20190909_111324_949106,8,go to drawer 3,4,4,1,B1_plan_not_shortened,0,1
